6,18
10,14
12,14
11,13
12,12
12,13
10,13
11,12
11,11
13,13
14,13
13,14
10,11
8,11
13,12
12,11
14,15
8,12
8,13
7,12
6,12
6,13
5,14
7,14
7,11
10,9
9,10
8,10
8,8
7,7
9,7
9,9
7,9
10,6
10,5
5,11
12,6
12,9
11,9
8,6
9,5
12,5
13,7
14,8
14,6
12,8
15,8
9,4
7,6
15,6
13,4
14,12
13,5
13,6
11,4
14,4
15,7
16,8
11,3
12,4
11,7
12,7
12,10
11,8
14,5
13,8
10,8
13,11
14,7
17,7
4,11
12,3
12,2
6,5
13,1
10,4
4,7
4,8
4,13
3,12
6,4
4,14
13,2
13,3
14,2
11,2
3,13
3,6
3,8
15,10
14,9
7,15
7,16
8,17
4,5
9,16
8,15
6,17
4,4
4,3
3,4
5,4
5,6
2,3
2,9
1,10
9,17
7,8
2,1
16,4
15,2
16,2
16,6
5,3
3,3
4,9
2,10
5,1
5,2
1,12
1,13
2,13
2,8
2,7
13,16
15,14
11,14
12,15
15,11
3,14
4,15
16,14
17,14
17,15
15,13
2,2
14,16
12,16
5,17
4,16
14,17
14,14
6,14
12,1
10,3
7,3
8,3
17,6
17,5
16,16
2,12
2,11
16,3
3,10
0,13
5,8
