4,9
5,9
5,8
6,7
4,8
4,7
6,8
7,8
5,6
8,7
5,7
5,5
4,6
7,9
7,5
6,6
7,7
8,9
6,9
9,10
10,11
8,11
10,9
10,10
8,10
6,12
2,4
3,5
7,12
5,11
7,13
7,14
6,11
3,8
8,13
5,10
5,13
6,13
9,14
10,15
4,12
8,15
5,12
4,13
11,15
12,9
13,10
12,8
13,7
12,6
12,7
13,8
14,7
11,7
10,8
16,7
10,6
10,5
11,4
12,14
14,5
13,6
14,4
14,6
15,6
12,12
12,11
11,12
13,12
11,10
14,14
13,11
11,11
16,8
14,10
12,4
13,5
14,13
15,5
16,5
16,6
13,3
9,13
9,16
10,17
12,16
15,8
15,7
12,13
11,13
6,14
7,15
9,15
15,10
2,10
3,11
3,9
1,11
2,11
2,12
5,15
8,12
5,16
5,14
4,16
3,17
1,13
10,12
9,12
9,11
11,9
13,15
