16,6
14,4
14,5
13,4
12,4
13,5
13,6
12,6
11,7
11,8
15,3
12,9
10,7
12,8
12,7
9,7
14,7
13,7
14,8
14,9
11,9
16,3
12,11
9,8
10,8
7,11
16,9
15,8
10,5
10,6
7,9
9,4
9,6
13,11
6,9
5,9
8,7
7,8
6,8
5,7
6,10
6,7
5,6
6,12
5,11
4,12
4,14
8,5
7,6
4,7
3,7
7,12
5,12
5,14
6,13
7,14
7,13
8,13
10,11
10,9
9,14
6,6
4,4
10,13
12,13
12,14
13,14
11,12
10,12
6,4
8,4
9,11
9,10
15,12
6,3
5,3
13,10
4,2
3,1
7,5
14,12
15,10
15,11
6,15
5,16
4,13
3,12
8,17
7,16
3,10
8,16
6,16
4,9
11,4
2,10
2,13
14,15
14,14
13,16
13,15
15,16
16,17
12,16
14,16
15,17
15,14
1,13
15,7
16,4
13,1
16,8
16,7
17,6
15,6
15,9
12,1
11,1
13,2
13,3
15,4
14,3
15,5
