5,15
4,14
5,14
5,13
4,13
6,12
7,11
6,15
7,12
7,10
8,11
6,13
6,14
6,11
6,10
8,12
9,8
11,8
7,14
9,7
11,9
9,14
12,9
13,9
14,10
14,8
13,8
10,11
12,10
12,12
12,7
12,8
11,12
15,10
10,5
11,6
8,7
11,4
11,5
7,6
9,5
8,5
10,3
10,4
7,4
12,4
13,4
13,5
15,6
14,7
14,6
5,8
6,7
4,7
4,8
6,6
3,6
5,9
5,6
4,5
4,4
3,5
13,13
16,6
9,15
14,12
6,4
5,4
7,3
5,5
6,5
8,3
15,12
14,13
17,5
14,15
14,14
13,15
15,15
15,14
3,15
6,2
8,4
16,13
13,16
1,5
2,5
16,7
16,9
16,16
16,15
5,11
5,10
4,10
7,13
7,15
3,17
4,16
3,11
3,9
2,8
11,14
2,9
2,6
17,7
15,3
3,12
2,11
16,3
17,6
3,14
3,13
2,15
1,16
1,15
4,15
14,4
4,18
4,17
3,16
2,16
2,17
7,2
7,1
9,1
12,14
10,14
15,4
11,13
7,17
14,3
15,2
15,1
14,2
6,9
9,6
4,11
2,13
10,6
11,7
12,2
10,16
10,0
8,2
12,11
11,10
1,8
3,10
11,1
13,3
1,12
0,10
1,11
1,10
2,10
0,8
0,7
6,0
9,3
10,2
18,11
9,9
5,1
18,13
17,13
12,1
1,3
13,17
12,17
17,11
4,3
5,18
6,18
3,4
2,3
3,3
3,1
4,1
7,7
9,0
0,12
15,9
16,10
6,16
7,16
9,13
8,14
8,17
9,17
2,2
4,2
5,3
18,5
18,2
17,2
18,16
18,14
5,0
7,0
17,1
10,8
11,18
10,15
16,18
18,8
13,18
14,18
18,7
9,18
14,16
15,17
17,16
15,16
14,0
15,0
3,0
2,0
1,18
2,18
0,15
15,11
16,12
16,4
0,3
0,2
17,15
16,1
16,2
2,12
4,12
16,14
0,17
0,16
17,17
17,18
8,10
9,10
18,0
18,1
1,14
18,10
11,16
18,9
18,12
11,17
1,0
6,8
7,8
14,9
13,10
10,9
10,7
10,18
8,18
0,0
18,18
12,15
0,18
17,0
17,3
17,9
9,2
0,1
18,17
14,5
11,2
16,0
16,5
15,18
16,8
18,15
3,18
1,6
2,7
14,11
13,11
18,3
1,7
1,1
1,17
3,7
11,15
1,2
2,1
16,17
12,18
18,6
13,0
0,6
0,9
11,0
8,0
7,18
0,14
0,4
0,13
4,0
0,11
12,0
0,5
18,4
8,16
9,16
1,13
17,14
14,17
17,10
13,1
10,17
6,17
6,1
1,9
10,1
14,1
8,1
17,12
5,17
17,4
1,4
17,8
3,2
15,8
13,6
16,11
12,16
2,4
5,2
5,16
13,2
2,14
11,11
