18,6
14,10
13,9
13,10
12,10
12,9
14,11
11,11
11,12
12,13
9,11
13,13
12,12
9,12
8,13
9,6
10,7
9,7
9,5
10,6
11,6
11,5
12,4
7,9
8,8
8,9
6,9
13,4
6,8
5,8
6,7
6,6
8,6
7,7
6,11
6,10
7,11
8,11
10,13
9,14
7,13
9,13
9,15
8,14
7,15
7,14
6,14
8,12
5,13
4,12
4,13
6,13
7,12
10,14
11,14
5,10
5,11
11,15
12,16
14,12
12,14
3,10
4,10
6,12
4,11
3,11
5,15
5,12
3,12
6,15
13,5
14,6
14,7
13,15
13,14
15,14
14,13
4,4
5,5
12,3
12,15
15,12
4,5
7,5
8,4
3,4
5,4
8,3
7,4
9,4
11,2
5,3
3,5
2,5
6,3
7,2
10,5
2,7
2,4
14,17
4,16
3,17
4,6
5,7
10,17
11,16
3,9
2,8
1,6
2,9
2,6
3,6
6,1
6,4
2,11
1,10
4,7
4,8
13,7
16,7
4,2
15,8
14,9
12,7
15,11
16,6
15,6
16,5
16,8
16,3
16,4
15,3
14,3
17,11
5,16
17,12
16,12
3,16
5,1
3,3
1,3
0,2
5,17
5,14
17,10
4,1
2,13
2,14
4,15
3,14
3,15
1,14
4,14
3,13
4,17
