10,5
11,6
10,6
10,7
12,5
11,5
11,4
12,3
14,7
13,6
11,8
13,7
14,8
13,8
13,9
14,9
12,10
15,7
15,10
11,11
14,10
13,10
13,4
12,8
10,4
12,4
14,6
7,8
14,4
14,5
12,11
12,13
7,10
6,10
10,3
10,2
6,8
8,6
13,13
5,7
5,6
4,7
3,7
7,5
8,4
6,4
9,7
9,2
7,3
9,5
5,3
6,3
6,2
4,4
14,12
4,5
4,6
3,6
5,4
5,1
15,11
16,10
2,5
15,13
16,12
17,13
11,15
12,14
13,14
13,12
10,15
9,15
9,12
8,11
8,14
7,14
6,13
4,13
11,16
12,15
12,16
10,14
8,16
8,13
14,16
10,16
4,12
3,11
2,8
5,5
6,5
7,7
7,6
9,4
4,3
3,2
9,3
8,7
6,7
8,8
6,6
6,9
5,10
8,10
8,12
6,12
9,9
9,11
4,9
5,8
2,7
1,6
2,6
2,4
2,9
