3,16
5,14
4,14
4,13
3,12
5,13
5,12
3,13
6,13
4,12
4,11
7,14
6,14
6,9
7,9
6,15
9,12
9,11
2,13
1,14
7,16
2,9
4,7
4,6
6,6
7,7
5,16
4,16
11,11
11,12
9,7
9,6
7,4
6,4
10,5
10,6
11,6
12,7
12,5
13,4
13,5
11,5
7,3
12,10
12,8
8,3
14,4
14,6
13,10
15,3
12,14
13,13
13,14
14,14
12,15
14,13
15,13
14,11
14,12
15,15
16,16
11,14
12,13
12,16
2,8
5,11
2,14
15,6
14,5
15,5
15,4
7,5
15,9
4,2
5,3
11,16
14,16
4,5
11,15
13,15
4,3
3,3
2,4
5,4
3,6
2,5
3,8
3,9
4,9
4,8
13,8
15,8
14,2
14,1
9,15
13,9
8,15
10,15
9,14
6,17
9,16
9,17
9,13
