2,1
5,4
7,6
7,5
5,5
6,4
8,6
6,6
8,4
6,7
6,5
3,4
4,4
4,5
5,6
8,3
6,3
11,6
10,5
8,7
10,7
10,4
5,7
5,9
6,10
3,8
7,10
8,10
6,11
5,12
6,12
6,13
8,11
6,9
5,10
3,10
4,11
5,11
3,9
12,6
13,6
13,7
11,5
12,5
12,4
12,8
12,9
11,9
14,6
9,11
10,10
10,6
7,9
7,12
15,7
13,5
11,7
11,14
13,10
11,8
14,8
12,10
10,8
10,11
11,12
14,9
12,14
13,13
9,13
15,6
14,13
15,12
13,12
15,14
14,4
14,5
7,14
15,15
15,13
4,14
16,5
5,15
5,14
6,16
3,13
14,15
13,15
13,4
12,3
12,16
15,2
13,16
16,13
14,16
15,16
11,16
10,16
13,2
13,3
16,6
16,14
17,8
16,7
16,12
4,16
11,18
12,17
8,18
7,17
6,15
9,15
6,17
6,14
9,14
11,17
7,13
14,17
13,17
3,15
18,13
1,13
2,14
15,1
14,2
3,5
15,3
10,14
8,16
10,17
9,17
10,15
10,18
10,13
