15,12
14,12
13,13
13,14
14,14
15,13
12,10
12,12
11,12
13,10
13,8
12,7
14,8
11,8
11,7
10,9
13,6
13,9
12,9
8,11
9,10
10,11
9,11
8,10
8,12
9,13
7,13
6,14
9,8
9,9
6,12
14,7
5,12
7,12
5,11
4,10
5,10
5,9
5,14
5,13
3,11
6,9
7,9
4,11
4,12
6,10
3,12
2,12
10,10
11,9
4,7
4,13
3,13
3,14
9,15
8,14
6,7
3,7
4,8
4,5
3,8
3,9
2,9
5,6
5,4
5,5
6,4
6,5
3,5
4,4
8,5
5,8
5,7
7,7
8,8
8,6
6,8
4,6
6,6
8,4
13,4
13,5
12,4
11,5
14,4
15,4
15,5
10,4
12,2
13,3
9,3
7,15
6,16
12,3
11,3
4,2
4,3
8,16
9,17
10,5
12,5
11,6
10,6
8,3
9,4
9,2
7,4
9,6
11,4
11,14
12,15
10,15
9,14
9,16
8,17
16,8
16,7
7,17
2,14
1,15
1,9
4,15
1,6
3,15
5,15
5,2
3,2
3,3
5,16
5,18
1,10
0,11
1,8
1,7
0,8
2,10
2,8
