17,7
14,10
13,10
14,9
14,11
12,9
13,9
13,8
14,7
12,7
15,10
13,12
12,8
10,5
11,6
10,6
10,4
11,4
10,9
8,7
9,6
9,7
11,5
7,7
10,7
8,8
6,10
8,9
8,10
10,10
9,9
7,11
6,7
8,5
8,6
6,8
9,12
7,10
7,8
7,13
7,12
9,10
5,12
8,12
9,11
11,13
10,14
9,14
15,7
13,7
13,4
12,5
5,5
16,6
6,13
5,6
5,14
4,15
6,15
7,14
3,12
4,13
6,12
4,12
6,14
6,16
4,14
3,14
5,16
4,9
4,11
6,9
2,9
3,10
4,7
9,2
10,3
12,3
12,2
3,7
3,6
12,13
11,12
13,13
14,13
14,14
15,15
13,15
13,14
12,15
12,12
10,15
11,15
5,13
12,16
13,17
13,2
13,1
9,16
15,4
16,3
8,2
14,2
15,2
7,2
5,4
4,3
4,4
7,4
15,11
2,4
18,7
2,5
1,4
2,6
2,7
2,3
2,2
15,1
3,3
2,13
1,14
1,15
1,6
3,8
7,3
16,10
2,11
1,12
8,4
9,5
11,3
1,3
3,5
13,3
12,4
12,6
10,2
9,1
11,1
9,3
15,17
12,17
13,5
14,6
6,1
14,16
13,16
17,10
16,12
17,11
17,9
18,14
18,9
18,12
18,13
17,14
15,12
17,13
17,12
16,14
