10,18
14,14
14,12
13,14
12,14
13,13
12,12
13,12
13,11
12,10
11,13
10,14
13,15
14,16
14,10
15,9
9,11
10,12
10,11
8,11
14,8
14,9
12,15
12,11
11,10
12,9
13,9
12,8
12,7
8,14
9,13
8,13
8,12
6,14
9,14
9,12
6,9
15,8
13,10
13,6
15,6
5,9
14,15
15,15
4,14
11,4
12,5
13,4
12,4
12,3
13,5
10,5
9,6
11,3
11,2
8,6
7,7
9,7
7,5
7,4
8,4
9,3
10,3
5,10
5,11
16,14
17,13
4,12
15,14
12,17
3,11
16,16
17,17
4,8
3,7
5,5
4,7
5,7
5,6
3,8
4,9
2,11
6,15
3,6
15,5
14,5
15,3
15,4
2,10
14,4
14,1
17,4
16,4
5,15
14,2
17,5
17,2
15,10
15,11
16,12
16,11
7,8
7,16
17,11
6,8
16,9
14,11
8,15
8,17
5,14
6,13
16,13
16,15
5,16
5,13
6,12
3,12
3,13
1,8
10,16
10,15
11,15
10,8
13,1
12,2
13,2
8,2
12,16
13,17
17,6
13,16
17,7
17,3
17,8
