9,1
12,4
13,4
12,5
12,3
11,5
14,5
15,6
13,3
13,6
12,6
14,7
11,4
13,2
13,8
15,8
16,9
10,1
15,7
9,5
10,5
8,7
8,6
10,8
9,8
14,9
14,10
13,10
16,7
11,12
12,11
16,6
13,12
12,13
10,11
9,11
11,13
10,14
8,12
11,10
5,7
6,6
5,5
5,8
6,4
7,3
6,9
7,4
5,3
7,5
7,2
5,4
8,3
9,4
7,6
6,12
8,14
6,2
8,4
8,13
6,13
5,14
4,14
4,11
14,3
15,3
4,10
3,13
3,12
3,7
3,8
5,11
7,11
5,9
11,9
5,12
5,10
7,10
5,15
4,16
7,15
6,16
5,16
14,14
14,15
15,14
16,14
16,12
15,13
13,11
2,6
2,14
4,12
2,7
4,5
2,11
3,11
2,10
2,9
3,5
3,15
2,15
2,12
1,12
10,3
11,3
10,6
9,6
10,4
10,7
8,5
9,3
8,2
